id,URL,ns1:title,ns1:description,ns1:keywords,ns1:pres_category,ns1:agency,BOS Agency number,ns1:fog ,ns1:published,ns1:versions,ns1:licensing,ns1:type,ns1:inclusion,ns1:identifier,ns1:audience,ns1:coverage,ns1:language,ns1:publisher,BOS Publishing agency number,ns1:availability,ns1:mandate,ns1:owner,ns1:source,ns1:contributor,BOS contributing agency number,ns1:referenceslnsw,ns1:referencenswrecords,ns1:referencenla,ns1:containdata,ns1:current,ns1:featured,ns1:rights,ns1:filesize,ns1:rawfilesize,ns1:mimetype,ns1:pages,ns1:swfurl,ns1:processstate,ns1:workflowstate,ns1:previewurl,ns1:txturl,ns1:thumbnailurl,uid1,uid2,uid3,uid4,uid5,uid6,uid7,uid8,uid9,uid10,uid11,uid12,uid13,uid14,uid15,uid16,uid17,uid18,uid19,uid20,uid21,uid22,uid23,uid24,uid25,uid26,uid27,uid28,uid29
493,http://publications.nsw.gov.au/pub/226/977/2269772559e831cb1eae6d9f8f7e6c37325ea678/document.pdf,New South Wales Department of Primary Industries Annual Report 2005-06,,,,,3987,,22/12/2006,,Attribution Creative Commons (cc by),Annual Report,14/12/2007,,Australians,New South Wales,English,,,,,,,,,,,,,,,"©State of New South Wales, 2006",3M,4042430,application/pdf,233,http://publications.nsw.gov.au/pub/226/977/2269772559e831cb1eae6d9f8f7e6c37325ea678/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/226/977/2269772559e831cb1eae6d9f8f7e6c37325ea678/publication.txt,http://publications.nsw.gov.au/pub/226/977/2269772559e831cb1eae6d9f8f7e6c37325ea678/thumbnail.gif,2269772559e831cb1eae6d9f8f7e6c37325ea678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,http://publications.nsw.gov.au/pub/dc2/be8/dc2be8d40cd6d79b2df3441fbe8d24b6b20f256b/document.pdf,New South Wales Department of State and Regional Development Annual Report 2002-2003,"Part 1, Part 2",,,Department of State and Regional Development,,Business and Industrial Development,31/10/2003,,Attribution Creative Commons (cc by),Annual Report,14/12/2007,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,2M,3005571,application/pdf,48,http://publications.nsw.gov.au/pub/dc2/be8/dc2be8d40cd6d79b2df3441fbe8d24b6b20f256b/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/dc2/be8/dc2be8d40cd6d79b2df3441fbe8d24b6b20f256b/publication.txt,http://publications.nsw.gov.au/pub/dc2/be8/dc2be8d40cd6d79b2df3441fbe8d24b6b20f256b/thumbnail.gif,dc2be8d40cd6d79b2df3441fbe8d24b6b20f256b,b1eab442a0109032d19d318d5256aae41183b661,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,http://publications.nsw.gov.au/pub/d58/2d4/d582d4e52c87d7b3517f88638f2861f299f0c5fc/document.pdf,New South Wales Department of State and Regional Development Annual Report 2003-2004,,,,Department of State and Regional Development,,Business and Industrial Development,28/10/2004,,Attribution Creative Commons (cc by),Annual Report,14/12/2007,,Australians,New South Wales,English,,,,,,,,,,,,,,,©Department of State and Regional Development NSW Government 2004,1M,1102404,application/pdf,126,http://publications.nsw.gov.au/pub/d58/2d4/d582d4e52c87d7b3517f88638f2861f299f0c5fc/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/d58/2d4/d582d4e52c87d7b3517f88638f2861f299f0c5fc/publication.txt,http://publications.nsw.gov.au/pub/d58/2d4/d582d4e52c87d7b3517f88638f2861f299f0c5fc/thumbnail.gif,d582d4e52c87d7b3517f88638f2861f299f0c5fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,http://publications.nsw.gov.au/pub/8ca/dc1/8cadc1bd9ba4f89226cc8af418246f3e55edd23f/document.pdf,New South Wales Fire Brigades Annual Report 2004/05,,,,,619,Emergency Management,31/10/2005,,Attribution Creative Commons (cc by),Annual Report,14/12/2007,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,2M,2953855,application/pdf,136,http://publications.nsw.gov.au/pub/8ca/dc1/8cadc1bd9ba4f89226cc8af418246f3e55edd23f/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/8ca/dc1/8cadc1bd9ba4f89226cc8af418246f3e55edd23f/publication.txt,http://publications.nsw.gov.au/pub/8ca/dc1/8cadc1bd9ba4f89226cc8af418246f3e55edd23f/thumbnail.gif,8cadc1bd9ba4f89226cc8af418246f3e55edd23f,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,http://publications.nsw.gov.au/pub/8de/a19/8dea19357d21726d514aa44f0fe279883b5b827a/document.pdf,New South Wales Fire Brigades Annual Report 2005/06,,,,,619,Emergency Management,31/10/2006,,Attribution Creative Commons (cc by),Annual Report,14/12/2007,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,5M,5260914,application/pdf,172,http://publications.nsw.gov.au/pub/8de/a19/8dea19357d21726d514aa44f0fe279883b5b827a/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/8de/a19/8dea19357d21726d514aa44f0fe279883b5b827a/preview.jpg,http://publications.nsw.gov.au/pub/8de/a19/8dea19357d21726d514aa44f0fe279883b5b827a/publication.txt,http://publications.nsw.gov.au/pub/8de/a19/8dea19357d21726d514aa44f0fe279883b5b827a/thumbnail.gif,8dea19357d21726d514aa44f0fe279883b5b827a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,http://publications.nsw.gov.au/pub/4af/938/4af938cccfb28b41e2574fc9644fdc0a63499631/document.pdf,New South Wales Government Attorney General's Department Annual Report 07-08,,,,,4073,,16/10/2008,,Attribution Creative Commons (cc by),Annual Report,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,8M,9062105,application/pdf,241,http://publications.nsw.gov.au/pub/4af/938/4af938cccfb28b41e2574fc9644fdc0a63499631/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/4af/938/4af938cccfb28b41e2574fc9644fdc0a63499631/preview.jpg,http://publications.nsw.gov.au/pub/4af/938/4af938cccfb28b41e2574fc9644fdc0a63499631/publication.txt,http://publications.nsw.gov.au/pub/4af/938/4af938cccfb28b41e2574fc9644fdc0a63499631/thumbnail.gif,4af938cccfb28b41e2574fc9644fdc0a63499631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,http://publications.nsw.gov.au/pub/75e/99a/75e99aeae8da8768705716b5c18206b4bbd4e0a1/document.pdf,New South Wales Government Department of Premier and Cabinet Annual Report 07-08,,,,,10,,2008,,Attribution Creative Commons (cc by),Annual Report,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,2M,2490505,application/pdf,128,,previewable,published,http://publications.nsw.gov.au/pub/75e/99a/75e99aeae8da8768705716b5c18206b4bbd4e0a1/preview.jpg,http://publications.nsw.gov.au/pub/75e/99a/75e99aeae8da8768705716b5c18206b4bbd4e0a1/publication.txt,http://publications.nsw.gov.au/pub/75e/99a/75e99aeae8da8768705716b5c18206b4bbd4e0a1/thumbnail.gif,75e99aeae8da8768705716b5c18206b4bbd4e0a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,http://publications.nsw.gov.au/pub/d20/21d/d2021d4900f2925e6e2530ed82b410b55df80d27/document.pdf,New South Wales Medical Board Annual Report 2008,,,,,71,,24/10/2008,,Attribution Creative Commons (cc by),Annual Report,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©NSW Medical Board 2008,1M,1353339,application/pdf,63,http://publications.nsw.gov.au/pub/d20/21d/d2021d4900f2925e6e2530ed82b410b55df80d27/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/d20/21d/d2021d4900f2925e6e2530ed82b410b55df80d27/preview.jpg,http://publications.nsw.gov.au/pub/d20/21d/d2021d4900f2925e6e2530ed82b410b55df80d27/publication.txt,http://publications.nsw.gov.au/pub/d20/21d/d2021d4900f2925e6e2530ed82b410b55df80d27/thumbnail.gif,d2021d4900f2925e6e2530ed82b410b55df80d27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,http://publications.nsw.gov.au/pub/ad5/a70/ad5a70c9b919f0a5d4f2ecf1d0373d5fa33f3508/document.pdf,New South Wales Office of the Children's Guardian Annual Report 2003/2004,,,,,2799,,18/10/2004,,Attribution Creative Commons (cc by),Annual Report,14/12/2007,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,1722709,application/pdf,27,http://publications.nsw.gov.au/pub/ad5/a70/ad5a70c9b919f0a5d4f2ecf1d0373d5fa33f3508/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/ad5/a70/ad5a70c9b919f0a5d4f2ecf1d0373d5fa33f3508/publication.txt,http://publications.nsw.gov.au/pub/ad5/a70/ad5a70c9b919f0a5d4f2ecf1d0373d5fa33f3508/thumbnail.gif,ad5a70c9b919f0a5d4f2ecf1d0373d5fa33f3508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,http://publications.nsw.gov.au/pub/f50/fe5/f50fe539170b42b66d1f2e206505c820cdfc118c/document.pdf,New South Wales Optical Dispensers Licensing Board Annual Report for the year ended 30 June 2008,,,,Optical Dispensers Licensing Board,,,2008,,Attribution Creative Commons (cc by),Annual Report,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,1238639,application/pdf,40,http://publications.nsw.gov.au/pub/f50/fe5/f50fe539170b42b66d1f2e206505c820cdfc118c/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/f50/fe5/f50fe539170b42b66d1f2e206505c820cdfc118c/preview.jpg,http://publications.nsw.gov.au/pub/f50/fe5/f50fe539170b42b66d1f2e206505c820cdfc118c/publication.txt,http://publications.nsw.gov.au/pub/f50/fe5/f50fe539170b42b66d1f2e206505c820cdfc118c/thumbnail.gif,f50fe539170b42b66d1f2e206505c820cdfc118c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,http://publications.nsw.gov.au/pub/539/323/5393231bfc80048ab145131e90cb0e3900b119d1/document.pdf,New South Wales State Emergency Management Committee Annual Report 2007 – 2008,,,,State Emergency Management Committee,,,2008,,Attribution Creative Commons (cc by),Annual Report,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,1088968,application/pdf,124,http://publications.nsw.gov.au/pub/539/323/5393231bfc80048ab145131e90cb0e3900b119d1/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/539/323/5393231bfc80048ab145131e90cb0e3900b119d1/preview.jpg,http://publications.nsw.gov.au/pub/539/323/5393231bfc80048ab145131e90cb0e3900b119d1/publication.txt,http://publications.nsw.gov.au/pub/539/323/5393231bfc80048ab145131e90cb0e3900b119d1/thumbnail.gif,5393231bfc80048ab145131e90cb0e3900b119d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,http://publications.nsw.gov.au/pub/bc6/9f6/bc69f6ea481cd03d6aa29895e33bfeda8d361147/document.pdf,New South Wales Treasury Corporation Annual Report 2004,,"TCorp, ",,,1220,,13/08/2004,,Attribution Creative Commons (cc by),Annual Report,14/12/2007,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,1497996,application/pdf,44,,previewable,published,http://publications.nsw.gov.au/pub/bc6/9f6/bc69f6ea481cd03d6aa29895e33bfeda8d361147/preview.jpg,http://publications.nsw.gov.au/pub/bc6/9f6/bc69f6ea481cd03d6aa29895e33bfeda8d361147/publication.txt,http://publications.nsw.gov.au/pub/bc6/9f6/bc69f6ea481cd03d6aa29895e33bfeda8d361147/thumbnail.gif,bc69f6ea481cd03d6aa29895e33bfeda8d361147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,http://publications.nsw.gov.au/pub/0bb/3ef/0bb3efa834a185e335d866c6b48ff52f89108735/document.pdf,New South Wales Treasury Crown Annual Report 2007-08,,,,,49,,30/10/2008,,Attribution Creative Commons (cc by),Annual Report,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,6M,6685946,application/pdf,283,http://publications.nsw.gov.au/pub/0bb/3ef/0bb3efa834a185e335d866c6b48ff52f89108735/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/0bb/3ef/0bb3efa834a185e335d866c6b48ff52f89108735/preview.jpg,http://publications.nsw.gov.au/pub/0bb/3ef/0bb3efa834a185e335d866c6b48ff52f89108735/publication.txt,http://publications.nsw.gov.au/pub/0bb/3ef/0bb3efa834a185e335d866c6b48ff52f89108735/thumbnail.gif,0bb3efa834a185e335d866c6b48ff52f89108735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,http://publications.nsw.gov.au/pub/8b0/4c6/8b04c614646ec0073da4bf61c35ced5e4ae907e9/document.pdf,New South Wales Treasury Office of Financial Management Annual Report 2007 – 2008,,,,,1883,,31/10/2008,,Attribution Creative Commons (cc by),Annual Report,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,1625155,application/pdf,114,http://publications.nsw.gov.au/pub/8b0/4c6/8b04c614646ec0073da4bf61c35ced5e4ae907e9/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/8b0/4c6/8b04c614646ec0073da4bf61c35ced5e4ae907e9/preview.jpg,http://publications.nsw.gov.au/pub/8b0/4c6/8b04c614646ec0073da4bf61c35ced5e4ae907e9/publication.txt,http://publications.nsw.gov.au/pub/8b0/4c6/8b04c614646ec0073da4bf61c35ced5e4ae907e9/thumbnail.gif,8b04c614646ec0073da4bf61c35ced5e4ae907e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,http://publications.nsw.gov.au/pub/de4/1aa/de41aa1b69f314cd7ece869d086e61117fbd0e94/document.pdf,Newcastle Port Corporation Annual Report 2002-2003,,,,,527,Land and Resource Management,10/10/2003,,Attribution Creative Commons (cc by),Annual Report,14/12/2007,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,505K,518013,application/pdf,62,http://publications.nsw.gov.au/pub/de4/1aa/de41aa1b69f314cd7ece869d086e61117fbd0e94/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/de4/1aa/de41aa1b69f314cd7ece869d086e61117fbd0e94/publication.txt,http://publications.nsw.gov.au/pub/de4/1aa/de41aa1b69f314cd7ece869d086e61117fbd0e94/thumbnail.gif,de41aa1b69f314cd7ece869d086e61117fbd0e94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,http://publications.nsw.gov.au/pub/8c3/e99/8c3e9969697d647c54718bf4628e03301587195f/document.pdf,Newcastle Port Corporation Annual Report 2003-2004,,,,,527,Land and Resource Management,21/10/2004,,Attribution Creative Commons (cc by),Annual Report,14/12/2007,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,1071633,application/pdf,48,http://publications.nsw.gov.au/pub/8c3/e99/8c3e9969697d647c54718bf4628e03301587195f/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/8c3/e99/8c3e9969697d647c54718bf4628e03301587195f/publication.txt,http://publications.nsw.gov.au/pub/8c3/e99/8c3e9969697d647c54718bf4628e03301587195f/thumbnail.gif,8c3e9969697d647c54718bf4628e03301587195f,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,http://publications.nsw.gov.au/pub/c94/b90/c94b903bbe5a472cd7e56466a3c2bc09acb2999d/document.pdf,Newcastle Port Corporation Annual Report 2004-05,,,,,527,Land and Resource Management,19/10/2005,,Attribution Creative Commons (cc by),Annual Report,14/12/2007,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,970K,993395,application/pdf,44,,previewable,published,http://publications.nsw.gov.au/pub/c94/b90/c94b903bbe5a472cd7e56466a3c2bc09acb2999d/preview.jpg,http://publications.nsw.gov.au/pub/c94/b90/c94b903bbe5a472cd7e56466a3c2bc09acb2999d/publication.txt,http://publications.nsw.gov.au/pub/c94/b90/c94b903bbe5a472cd7e56466a3c2bc09acb2999d/thumbnail.gif,c94b903bbe5a472cd7e56466a3c2bc09acb2999d,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,http://publications.nsw.gov.au/pub/645/329/6453292b3a57636903ffb2748fa3155c453db397/document.pdf,Newcastle Port Corporation Annual Report 2005-06,,,,,527,Land and Resource Management,10/10/2006,,Attribution Creative Commons (cc by),Annual Report,14/12/2007,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,1563251,application/pdf,60,http://publications.nsw.gov.au/pub/645/329/6453292b3a57636903ffb2748fa3155c453db397/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/645/329/6453292b3a57636903ffb2748fa3155c453db397/publication.txt,http://publications.nsw.gov.au/pub/645/329/6453292b3a57636903ffb2748fa3155c453db397/thumbnail.gif,6453292b3a57636903ffb2748fa3155c453db397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,http://publications.nsw.gov.au/pub/9a3/3f4/9a33f46bb942e197f84b1420563dc3422d64eb2e/document.pdf,Newcastle Port Corporation Annual Report 2007-08,,,,,527,,20/10/2008,,Attribution Creative Commons (cc by),Annual Report,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,2M,2357763,application/pdf,56,http://publications.nsw.gov.au/pub/9a3/3f4/9a33f46bb942e197f84b1420563dc3422d64eb2e/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/9a3/3f4/9a33f46bb942e197f84b1420563dc3422d64eb2e/preview.jpg,http://publications.nsw.gov.au/pub/9a3/3f4/9a33f46bb942e197f84b1420563dc3422d64eb2e/publication.txt,http://publications.nsw.gov.au/pub/9a3/3f4/9a33f46bb942e197f84b1420563dc3422d64eb2e/thumbnail.gif,9a33f46bb942e197f84b1420563dc3422d64eb2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,http://publications.nsw.gov.au/pub/4c9/d4c/4c9d4cb0078288dce91340fa06e822bccaef0c21/document.pdf,North Coast Area Health Service Annual Report 2007 – 2008,,,,,5347,,8/12/2008,,Attribution Creative Commons (cc by),Annual Report,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,3M,3286824,application/pdf,133,http://publications.nsw.gov.au/pub/4c9/d4c/4c9d4cb0078288dce91340fa06e822bccaef0c21/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/4c9/d4c/4c9d4cb0078288dce91340fa06e822bccaef0c21/preview.jpg,http://publications.nsw.gov.au/pub/4c9/d4c/4c9d4cb0078288dce91340fa06e822bccaef0c21/publication.txt,http://publications.nsw.gov.au/pub/4c9/d4c/4c9d4cb0078288dce91340fa06e822bccaef0c21/thumbnail.gif,4c9d4cb0078288dce91340fa06e822bccaef0c21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,http://publications.nsw.gov.au/pub/509/6f7/5096f7da66d0cf13c6c6390b742a492692b5036f/document.pdf,Northern Rivers Catchment Management Authority Annual Report 2007-2008,,,,,5308,,13/10/2008,,Attribution Creative Commons (cc by),Annual Report,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,"©2008, Northern Rivers Catchment Management Auhtority (Northern Rvers CMA)",3M,4082780,application/pdf,120,http://publications.nsw.gov.au/pub/509/6f7/5096f7da66d0cf13c6c6390b742a492692b5036f/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/509/6f7/5096f7da66d0cf13c6c6390b742a492692b5036f/preview.jpg,http://publications.nsw.gov.au/pub/509/6f7/5096f7da66d0cf13c6c6390b742a492692b5036f/publication.txt,http://publications.nsw.gov.au/pub/509/6f7/5096f7da66d0cf13c6c6390b742a492692b5036f/thumbnail.gif,5096f7da66d0cf13c6c6390b742a492692b5036f,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,http://publications.nsw.gov.au/pub/cbd/baa/cbdbaa4e035e3410c674f76b9c937d9e740d751e/document.pdf,Northern Sydney Central Coast Health Annual Report 2007-2008,,,,,5344,,9/12/2008,,Attribution Creative Commons (cc by),Annual Report,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,3M,4132874,application/pdf,162,http://publications.nsw.gov.au/pub/cbd/baa/cbdbaa4e035e3410c674f76b9c937d9e740d751e/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/cbd/baa/cbdbaa4e035e3410c674f76b9c937d9e740d751e/preview.jpg,http://publications.nsw.gov.au/pub/cbd/baa/cbdbaa4e035e3410c674f76b9c937d9e740d751e/publication.txt,http://publications.nsw.gov.au/pub/cbd/baa/cbdbaa4e035e3410c674f76b9c937d9e740d751e/thumbnail.gif,cbdbaa4e035e3410c674f76b9c937d9e740d751e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,http://publications.nsw.gov.au/pub/e27/eb2/e27eb2336d3e24e70a87525ed24bff2964e8bddf/document.pdf,NSW Business Sector Growth Plan,,,,State of New South Wales,,"Business and Industrial Development, Primary Industries, Education and Training",2010,,Attribution Creative Commons (cc by),Strategic Plan,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,True,True,©State of New South Wales,5M,5688360,application/pdf,100,http://publications.nsw.gov.au/pub/e27/eb2/e27eb2336d3e24e70a87525ed24bff2964e8bddf/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/e27/eb2/e27eb2336d3e24e70a87525ed24bff2964e8bddf/preview.jpg,http://publications.nsw.gov.au/pub/e27/eb2/e27eb2336d3e24e70a87525ed24bff2964e8bddf/publication.txt,http://publications.nsw.gov.au/pub/e27/eb2/e27eb2336d3e24e70a87525ed24bff2964e8bddf/thumbnail.gif,e27eb2336d3e24e70a87525ed24bff2964e8bddf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,http://publications.nsw.gov.au/pub/27f/339/27f339005247126b3035c230a93e2c9b7b6f2646/document.pdf,NSW Businesslink Pty Ltd Annual Report 07/08,,,,,5298,,20/10/2008,,Attribution Creative Commons (cc by),Annual Report,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©2008 NSW Businesslink Pty Ltd,2M,2632497,application/pdf,90,http://publications.nsw.gov.au/pub/27f/339/27f339005247126b3035c230a93e2c9b7b6f2646/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/27f/339/27f339005247126b3035c230a93e2c9b7b6f2646/preview.jpg,http://publications.nsw.gov.au/pub/27f/339/27f339005247126b3035c230a93e2c9b7b6f2646/publication.txt,http://publications.nsw.gov.au/pub/27f/339/27f339005247126b3035c230a93e2c9b7b6f2646/thumbnail.gif,27f339005247126b3035c230a93e2c9b7b6f2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,http://publications.nsw.gov.au/pub/7bf/e51/7bfe5119e4fb30b282824733aff848086fc02478/document.pdf,NSW Casino Control Authority Annual Report 2007/08,,,,,1179,,23/10/2008,,Attribution Creative Commons (cc by),Annual Report,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,2M,2559246,application/pdf,102,http://publications.nsw.gov.au/pub/7bf/e51/7bfe5119e4fb30b282824733aff848086fc02478/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/7bf/e51/7bfe5119e4fb30b282824733aff848086fc02478/preview.jpg,http://publications.nsw.gov.au/pub/7bf/e51/7bfe5119e4fb30b282824733aff848086fc02478/publication.txt,http://publications.nsw.gov.au/pub/7bf/e51/7bfe5119e4fb30b282824733aff848086fc02478/thumbnail.gif,7bfe5119e4fb30b282824733aff848086fc02478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,http://publications.nsw.gov.au/pub/2e6/a60/2e6a60bb6339b6e9fd07b314b43124e40f9fcc19/document.pdf,NSW Commission for Children & Young People Annual Report 2004-2005,,,,NSW Commission for Children and Young People,,,29/09/2005,,Attribution Creative Commons (cc by),Annual Report,14/12/2007,,Australians,New South Wales,English,,,,,,,,,,,,,,,©Copyright Crown in right of the State of New South Wales,4M,4258290,application/pdf,64,http://publications.nsw.gov.au/pub/2e6/a60/2e6a60bb6339b6e9fd07b314b43124e40f9fcc19/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/2e6/a60/2e6a60bb6339b6e9fd07b314b43124e40f9fcc19/publication.txt,http://publications.nsw.gov.au/pub/2e6/a60/2e6a60bb6339b6e9fd07b314b43124e40f9fcc19/thumbnail.gif,2e6a60bb6339b6e9fd07b314b43124e40f9fcc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,http://publications.nsw.gov.au/pub/4a7/3c8/4a73c8e447cca1852297e7ea7e4bab51537ab74d/document.pdf,NSW Commission for Children and Young People Annual Report 2007-2008,,,,NSW Commission for Children and Young People,,,30/10/2008,,Attribution Creative Commons (cc by),Annual Report,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©Copyright Crown in right of the State of New South Wales 2008,1M,1152549,application/pdf,40,http://publications.nsw.gov.au/pub/4a7/3c8/4a73c8e447cca1852297e7ea7e4bab51537ab74d/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/4a7/3c8/4a73c8e447cca1852297e7ea7e4bab51537ab74d/preview.jpg,http://publications.nsw.gov.au/pub/4a7/3c8/4a73c8e447cca1852297e7ea7e4bab51537ab74d/publication.txt,http://publications.nsw.gov.au/pub/4a7/3c8/4a73c8e447cca1852297e7ea7e4bab51537ab74d/thumbnail.gif,4a73c8e447cca1852297e7ea7e4bab51537ab74d,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,http://publications.nsw.gov.au/pub/64a/658/64a658d4b0dc834fddece9841285ae3505c8f131/document.pdf,"NSW Department of Ageing, Disability and Home Care Annual Report 2006-07",,,,,2107,,2007,,Attribution Creative Commons (cc by),Annual Report,29/08/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,3M,3869420,application/pdf,284,http://publications.nsw.gov.au/pub/64a/658/64a658d4b0dc834fddece9841285ae3505c8f131/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/64a/658/64a658d4b0dc834fddece9841285ae3505c8f131/publication.txt,http://publications.nsw.gov.au/pub/64a/658/64a658d4b0dc834fddece9841285ae3505c8f131/thumbnail.gif,64a658d4b0dc834fddece9841285ae3505c8f131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,http://publications.nsw.gov.au/pub/eec/a71/eeca715646cdc5fa2e3981c9ba57377fd575d935/document.pdf,NSW Department of Commerce Annual Report 2007/08,,,,,3529,,30/10/2008,,Attribution Creative Commons (cc by),Annual Report,30/06/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©NSW Department of Commerce 2008,5M,6203222,application/pdf,265,http://publications.nsw.gov.au/pub/eec/a71/eeca715646cdc5fa2e3981c9ba57377fd575d935/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/eec/a71/eeca715646cdc5fa2e3981c9ba57377fd575d935/preview.jpg,http://publications.nsw.gov.au/pub/eec/a71/eeca715646cdc5fa2e3981c9ba57377fd575d935/publication.txt,http://publications.nsw.gov.au/pub/eec/a71/eeca715646cdc5fa2e3981c9ba57377fd575d935/thumbnail.gif,eeca715646cdc5fa2e3981c9ba57377fd575d935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
